sample_id	original_column	file_project	platform	source_file	missing_fraction
TARGET-20-PATJHJ-14A	TARGET-20-PATJHJ-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAKSMZ-10A	TARGET-20-PAKSMZ-10A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASGMZ-14A	TARGET-20-PASGMZ-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PATIAK-14A	TARGET-20-PATIAK-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PANZLR-15A	TARGET-21-PANZLR-15A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PANNHB-04A	TARGET-20-PANNHB-04A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASHMK-14A	TARGET-21-PASHMK-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PATKKJ-09A	TARGET-21-PATKKJ-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PALGKX-04A	TARGET-20-PALGKX-04A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARSAN-14A	TARGET-20-PARSAN-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PABLDZ-04A	TARGET-20-PABLDZ-04A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAKIWK-09A	TARGET-20-PAKIWK-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASDXR-14A	TARGET-21-PASDXR-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARUBT-09A	TARGET-20-PARUBT-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARBIU-09A	TARGET-20-PARBIU-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASCGR-04A	TARGET-20-PASCGR-04A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PATKJB-14A	TARGET-20-PATKJB-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARFXF-09A	TARGET-20-PARFXF-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PAMYMA-09A	TARGET-21-PAMYMA-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PANVPB-09A	TARGET-21-PANVPB-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASHHH-09A	TARGET-20-PASHHH-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARNZW-09A	TARGET-20-PARNZW-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARFXF-14A	TARGET-20-PARFXF-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAPBEJ-09A	TARGET-20-PAPBEJ-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAPVZK-40A	TARGET-20-PAPVZK-40A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAPXRJ-14A	TARGET-20-PAPXRJ-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PATISD-14A	TARGET-21-PATISD-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARCEC-14A	TARGET-20-PARCEC-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAKERZ-04A	TARGET-20-PAKERZ-04A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASTZK-09A	TARGET-21-PASTZK-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAEIKD-04A	TARGET-20-PAEIKD-04A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASIGA-09A	TARGET-21-PASIGA-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PATKBK-03A	TARGET-21-PATKBK-03A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASJTM-09A	TARGET-20-PASJTM-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARUBT-40A	TARGET-20-PARUBT-40A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASCGR-03A	TARGET-20-PASCGR-03A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARUCB-14A	TARGET-20-PARUCB-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASPLU-09A	TARGET-20-PASPLU-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PANLRE-14A	TARGET-20-PANLRE-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASTTW-09A	TARGET-20-PASTTW-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARPDS-14A	TARGET-20-PARPDS-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASMHY-03A	TARGET-20-PASMHY-03A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAKVGI-14A	TARGET-20-PAKVGI-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASZLJ-09A	TARGET-20-PASZLJ-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PANDIX-04A	TARGET-20-PANDIX-04A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAEERJ-03A	TARGET-20-PAEERJ-03A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PATKWH-09A	TARGET-21-PATKWH-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASDXR-15A	TARGET-21-PASDXR-15A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARASV-04A	TARGET-20-PARASV-04A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAKVGI-09A	TARGET-20-PAKVGI-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASMHY-10A	TARGET-20-PASMHY-10A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAKERZ-09A	TARGET-20-PAKERZ-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARCCH-03A	TARGET-20-PARCCH-03A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASJIM-14A	TARGET-20-PASJIM-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PADYIR-14A	TARGET-20-PADYIR-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PAMXZY-09A	TARGET-21-PAMXZY-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PARZIA-09A	TARGET-21-PARZIA-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASTTW-14A	TARGET-20-PASTTW-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASVVS-09A	TARGET-20-PASVVS-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAEFGT-03A	TARGET-20-PAEFGT-03A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASVJS-14A	TARGET-21-PASVJS-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARUCB-04A	TARGET-20-PARUCB-04A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARVAI-14A	TARGET-20-PARVAI-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARPDS-04A	TARGET-20-PARPDS-04A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASJIM-09A	TARGET-20-PASJIM-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAKTCX-04A	TARGET-20-PAKTCX-04A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAEFGT-14A	TARGET-20-PAEFGT-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARWXU-04A	TARGET-20-PARWXU-04A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASRTP-14A	TARGET-20-PASRTP-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PATKWH-14A	TARGET-21-PATKWH-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PANTWV-14A	TARGET-20-PANTWV-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASLSD-14A	TARGET-20-PASLSD-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAPBEJ-04A	TARGET-20-PAPBEJ-04A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARTAL-14A	TARGET-20-PARTAL-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASLSD-04A	TARGET-20-PASLSD-04A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASNKZ-09A	TARGET-21-PASNKZ-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PANLIR-04A	TARGET-20-PANLIR-04A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASWLN-04A	TARGET-20-PASWLN-04A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PATJHJ-09A	TARGET-20-PATJHJ-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARUDL-14A	TARGET-20-PARUDL-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAPXRJ-04A	TARGET-20-PAPXRJ-04A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PARBTV-09A	TARGET-21-PARBTV-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARBIU-14A	TARGET-20-PARBIU-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARSAN-09A	TARGET-20-PARSAN-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAEERJ-14A	TARGET-20-PAEERJ-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASNKZ-14A	TARGET-21-PASNKZ-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASSLT-09A	TARGET-21-PASSLT-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASVYA-04A	TARGET-20-PASVYA-04A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASFJJ-14A	TARGET-21-PASFJJ-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PANGDN-04A	TARGET-20-PANGDN-04A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PARBTV-14A	TARGET-21-PARBTV-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARPDS-09A	TARGET-20-PARPDS-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PARXYR-14A	TARGET-21-PARXYR-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARCEC-03A	TARGET-20-PARCEC-03A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASWLN-14A	TARGET-20-PASWLN-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASMGW-04A	TARGET-20-PASMGW-04A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASVYA-14A	TARGET-20-PASVYA-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASBBE-09A	TARGET-20-PASBBE-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAMYJX-04A	TARGET-20-PAMYJX-04A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASLSD-03A	TARGET-20-PASLSD-03A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PANSJB-14A	TARGET-20-PANSJB-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASFJJ-15A	TARGET-21-PASFJJ-15A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASFLG-14A	TARGET-21-PASFLG-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASAUT-14A	TARGET-20-PASAUT-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PANGTF-14A	TARGET-20-PANGTF-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARIMT-03A	TARGET-20-PARIMT-03A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PANYCG-09A	TARGET-20-PANYCG-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PATDHA-14A	TARGET-20-PATDHA-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASGCE-40A	TARGET-20-PASGCE-40A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PADZCG-04A	TARGET-20-PADZCG-04A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PARBTV-15A	TARGET-21-PARBTV-15A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASFJJ-09A	TARGET-21-PASFJJ-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARYVW-14A	TARGET-20-PARYVW-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASDKZ-03A	TARGET-21-PASDKZ-03A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASTUH-09A	TARGET-20-PASTUH-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PATJHJ-40A	TARGET-20-PATJHJ-40A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAKTCX-09A	TARGET-20-PAKTCX-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASVJS-15A	TARGET-21-PASVJS-15A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PANYCG-14A	TARGET-20-PANYCG-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASVYL-04A	TARGET-20-PASVYL-04A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASFHK-15A	TARGET-21-PASFHK-15A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAKVGI-04A	TARGET-20-PAKVGI-04A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASHMK-15A	TARGET-21-PASHMK-15A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARNNT-09A	TARGET-20-PARNNT-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PANLXM-04A	TARGET-20-PANLXM-04A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAMYJX-09A	TARGET-20-PAMYJX-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASYWA-15A	TARGET-21-PASYWA-15A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PATISD-09A	TARGET-21-PATISD-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASSLT-14A	TARGET-21-PASSLT-14A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAMYAS-04A	TARGET-20-PAMYAS-04A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASWPD-09A	TARGET-20-PASWPD-09A.Ave_Beta	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
